,department,proficiency_level,no_of_projects,manager_rating,promotion,project_score,hackerrank_score
632,2,4.0,10,3,1,99.0,96.0
633,2,5.0,1,3,0,43.0,60.0
634,2,5.0,1,3,0,8.0,29.0
635,3,1.0,29,3,1,55.0,65.0
636,3,1.0,29,3,1,73.0,75.0
637,3,2.0,29,3,1,55.0,65.0
638,3,2.0,29,3,1,73.0,75.0
639,4,10.0,22,3,1,0.0,0.0
640,4,2.0,22,3,1,0.0,0.0
641,3,1.0,2,4,1,55.0,89.0
642,1,2.0,16,5,1,95.0,61.0
643,1,2.0,16,5,1,93.0,81.0
644,0,3.0,18,3,1,92.0,78.0
645,3,0.0,27,3,1,58.0,87.0
646,3,0.0,27,3,1,77.0,85.0
647,3,0.0,27,3,1,64.0,78.0
648,3,4.0,2,1,0,38.0,22.0
649,3,5.0,2,1,0,38.0,22.0
650,1,3.0,1,1,1,65.0,87.0
651,1,3.0,1,1,1,90.0,81.0
652,0,0.0,19,1,1,95.0,52.0
653,0,0.0,19,1,1,52.0,79.0
654,0,0.0,19,1,1,93.0,52.0
655,0,0.0,19,1,1,56.0,59.0
656,0,0.0,29,3,1,0.0,0.0
657,0,4.0,2,1,0,22.0,5.0
658,2,0.0,12,3,1,72.0,76.0
659,2,0.0,12,3,1,100.0,86.0
660,2,0.0,12,3,1,59.0,76.0
661,2,0.0,20,2,0,0.0,0.0
662,3,10.0,16,3,1,0.0,0.0
663,1,0.0,23,4,1,98.0,88.0
664,4,0.0,12,2,1,99.0,75.0
665,4,0.0,12,2,1,83.0,91.0
666,1,5.0,21,5,1,0.0,0.0
667,0,3.0,14,5,1,60.0,91.0
668,3,0.0,9,5,1,51.0,56.0
669,3,0.0,9,5,1,14.0,91.0
670,1,2.0,17,4,1,53.0,57.0
671,2,0.0,17,4,1,56.0,54.0
672,1,2.0,3,3,0,34.0,0.0
673,1,2.0,3,3,0,36.0,24.0
674,1,2.0,3,3,0,21.0,41.0
675,1,2.0,3,3,0,34.0,0.0
676,1,2.0,3,3,0,36.0,24.0
677,1,2.0,3,3,0,21.0,41.0
678,0,0.0,9,5,1,0.0,0.0
679,3,2.0,19,4,1,0.0,0.0
680,2,0.0,21,2,0,0.0,0.0
681,2,2.0,27,4,1,0.0,0.0
682,4,0.0,19,1,1,87.0,100.0
683,4,0.0,26,4,1,0.0,0.0
684,4,4.0,11,4,1,53.0,90.0
685,4,4.0,11,4,1,98.0,97.0
686,2,1.0,26,4,1,83.0,80.0
687,2,2.0,26,4,1,83.0,80.0
688,4,0.0,3,2,0,2.0,35.0
689,0,0.0,29,3,1,0.0,0.0
690,0,0.0,10,4,1,0.0,0.0
691,1,4.0,3,2,1,91.0,51.0
692,2,8.0,19,3,1,0.0,0.0
693,2,5.0,19,3,1,0.0,0.0
694,0,3.0,13,3,1,51.0,93.0
695,3,0.0,28,5,1,0.0,0.0
696,2,0.0,28,3,1,73.0,77.0
697,4,0.0,8,3,1,61.0,51.0
698,1,3.0,28,2,0,0.0,0.0
699,4,3.0,22,3,1,0.0,0.0
700,1,2.0,6,2,1,0.0,0.0
701,1,1.0,6,2,1,0.0,0.0
702,2,6.0,12,1,0,0.0,0.0
703,4,0.0,29,2,0,0.0,0.0
704,3,1.0,6,3,1,54.0,71.0
705,3,1.0,6,3,1,95.0,77.0
706,3,9.0,6,3,1,54.0,71.0
707,3,9.0,6,3,1,95.0,77.0
708,2,0.0,28,2,0,13.0,36.0
709,2,0.0,28,2,0,18.0,0.0
710,3,4.0,11,3,1,85.0,64.0
711,3,4.0,11,3,1,85.0,64.0
712,3,6.0,11,3,1,85.0,64.0
713,0,0.0,7,2,1,98.0,83.0
714,4,0.0,23,2,0,0.0,0.0
715,4,0.0,17,2,1,63.0,68.0
716,4,0.0,17,2,1,87.0,67.0
717,4,8.0,4,4,1,90.0,62.0
718,4,5.0,4,4,1,90.0,62.0
719,4,5.0,4,4,1,90.0,62.0
720,1,4.0,3,3,1,71.0,62.0
721,0,0.0,1,4,0,49.0,37.0
722,0,0.0,1,4,0,18.0,23.0
723,0,0.0,1,4,0,25.0,32.0
724,0,0.0,24,1,1,96.0,53.0
725,0,0.0,24,1,1,89.0,82.0
726,4,0.0,20,2,1,87.0,65.0
727,4,7.0,14,4,1,72.0,66.0
728,4,7.0,14,4,1,81.0,84.0
729,0,0.0,25,1,1,100.0,93.0
730,0,0.0,25,1,1,98.0,80.0
731,0,0.0,6,4,1,96.0,62.0
732,0,2.0,24,5,1,57.0,84.0
733,0,2.0,24,5,1,64.0,83.0
734,0,4.0,24,5,1,57.0,84.0
735,0,4.0,24,5,1,64.0,83.0
736,0,3.0,25,2,0,45.0,2.0
737,0,3.0,25,2,0,38.0,43.0
738,0,0.0,13,1,1,52.0,85.0
739,0,0.0,13,1,1,53.0,99.0
740,4,2.0,28,4,1,0.0,0.0
741,2,4.0,22,1,0,33.0,9.0
742,3,2.0,11,3,1,0.0,0.0
743,1,0.0,4,4,0,0.0,0.0
744,0,0.0,6,1,1,0.0,0.0
745,3,0.0,24,3,1,0.0,0.0
746,4,0.0,7,1,0,19.0,40.0
747,3,0.0,18,3,1,75.0,97.0
748,1,6.0,15,1,1,57.0,61.0
749,1,5.0,15,1,1,57.0,61.0
750,1,4.0,15,1,1,57.0,61.0
751,1,0.0,7,4,0,0.0,0.0
752,0,2.0,16,4,1,0.0,0.0
753,3,4.0,8,4,1,85.0,86.0
754,3,1.0,8,4,1,85.0,86.0
755,3,0.0,20,1,0,20.0,22.0
756,1,1.0,18,4,1,0.0,0.0
757,0,2.0,22,4,1,0.0,0.0
758,4,0.0,7,2,1,76.0,65.0
759,4,0.0,7,2,1,90.0,68.0
760,4,0.0,7,2,1,24.0,83.0
761,1,2.0,11,5,1,0.0,0.0
762,1,3.0,11,5,1,0.0,0.0
763,4,0.0,15,3,1,0.0,0.0
764,0,2.0,21,5,1,66.0,64.0
765,0,2.0,21,5,1,68.0,89.0
766,0,2.0,10,1,1,100.0,66.0
767,1,3.0,12,2,1,92.0,78.0
768,1,4.0,12,2,1,92.0,78.0
769,4,0.0,20,4,1,0.0,0.0
770,3,2.0,1,1,0,17.0,43.0
771,3,2.0,1,1,0,3.0,36.0
772,3,0.0,14,2,0,44.0,50.0
773,0,0.0,22,1,1,0.0,0.0
774,4,8.0,20,4,1,96.0,95.0
775,4,8.0,20,4,1,72.0,97.0
776,4,8.0,20,4,1,66.0,88.0
777,4,8.0,20,4,1,86.0,91.0
778,2,2.0,18,5,1,78.0,59.0
779,2,2.0,18,5,1,90.0,87.0
780,2,1.0,18,5,1,78.0,59.0
781,2,1.0,18,5,1,90.0,87.0
782,4,0.0,5,2,1,40.0,97.0
783,2,0.0,30,1,1,71.0,68.0
784,1,1.0,26,3,1,75.0,52.0
785,3,0.0,21,5,1,0.0,0.0
786,3,1.0,22,1,1,55.0,91.0
787,1,1.0,22,2,1,66.0,75.0
788,3,6.0,26,4,1,95.0,76.0
789,3,4.0,26,4,1,95.0,76.0
790,4,3.0,8,4,1,53.0,89.0
791,4,5.0,8,4,1,53.0,89.0
792,0,0.0,26,1,1,95.0,74.0
793,0,0.0,26,1,1,85.0,80.0
794,4,0.0,24,3,1,56.0,71.0
795,2,0.0,29,2,1,85.0,73.0
796,0,3.0,6,3,0,4.0,36.0
797,0,0.0,22,2,0,32.0,17.0
798,0,0.0,22,2,0,32.0,49.0
799,4,2.0,27,1,1,57.0,89.0
800,2,4.0,11,4,1,82.0,64.0
801,2,4.0,11,4,1,95.0,85.0
802,1,8.0,1,3,0,35.0,2.0
803,1,8.0,1,3,0,19.0,8.0
804,1,3.0,1,3,0,35.0,2.0
805,1,3.0,1,3,0,19.0,8.0
806,1,1.0,1,3,0,35.0,2.0
807,1,1.0,1,3,0,19.0,8.0
808,1,3.0,1,3,0,35.0,2.0
809,1,3.0,1,3,0,19.0,8.0
810,3,5.0,3,1,1,84.0,80.0
811,3,5.0,3,1,1,24.0,83.0
812,0,0.0,21,3,1,0.0,0.0
813,0,1.0,1,3,0,0.0,0.0
814,0,1.0,12,3,1,63.0,61.0
815,0,1.0,12,3,1,63.0,61.0
816,0,7.0,12,3,1,63.0,61.0
817,0,5.0,12,3,1,63.0,61.0
818,1,5.0,27,2,1,80.0,71.0
819,1,0.0,17,3,1,0.0,0.0
820,1,1.0,28,4,1,0.0,0.0
821,4,9.0,3,3,1,93.0,72.0
822,4,9.0,3,3,1,68.0,96.0
823,4,9.0,3,3,1,100.0,64.0
824,4,8.0,3,3,1,93.0,72.0
825,4,8.0,3,3,1,68.0,96.0
826,4,8.0,3,3,1,100.0,64.0
827,0,0.0,16,3,1,0.0,0.0
828,4,8.0,8,2,1,0.0,0.0
829,1,3.0,11,5,1,0.0,0.0
830,2,0.0,20,3,1,68.0,82.0
831,2,0.0,20,3,1,81.0,60.0
832,4,0.0,14,5,1,80.0,86.0
833,4,0.0,14,5,1,78.0,60.0
834,4,10.0,29,3,1,89.0,98.0
835,4,10.0,29,3,1,61.0,84.0
836,4,2.0,29,3,1,89.0,98.0
837,4,2.0,29,3,1,61.0,84.0
838,4,2.0,29,3,1,89.0,98.0
839,4,2.0,29,3,1,61.0,84.0
840,1,0.0,30,1,1,53.0,35.0
841,1,0.0,30,1,1,64.0,80.0
842,3,9.0,5,5,0,0.0,0.0
843,2,0.0,12,5,1,79.0,85.0
844,2,0.0,12,5,1,83.0,61.0
845,3,0.0,30,1,1,85.0,63.0
846,3,0.0,30,1,1,1.0,58.0
847,3,0.0,30,1,1,55.0,55.0
848,3,0.0,30,1,1,62.0,84.0
849,4,4.0,9,5,1,66.0,61.0
850,4,4.0,9,5,1,68.0,67.0
851,3,0.0,7,2,1,82.0,99.0
852,3,0.0,30,1,1,56.0,91.0
853,3,0.0,30,1,1,56.0,78.0
854,2,0.0,30,3,1,0.0,0.0
855,1,5.0,25,5,1,63.0,76.0
856,1,5.0,25,5,1,94.0,87.0
857,0,0.0,14,2,1,81.0,78.0
858,0,0.0,14,2,1,92.0,92.0
859,4,0.0,25,4,1,68.0,96.0
860,4,3.0,18,5,1,68.0,73.0
861,4,1.0,18,5,1,68.0,73.0
862,0,10.0,14,1,0,0.0,0.0
863,0,5.0,14,1,0,0.0,0.0
864,1,2.0,8,5,1,59.0,66.0
865,1,2.0,8,5,1,57.0,71.0
866,2,5.0,16,4,1,92.0,67.0
867,2,5.0,16,4,1,60.0,64.0
868,2,5.0,16,4,1,73.0,93.0
869,2,2.0,16,4,1,92.0,67.0
870,2,2.0,16,4,1,60.0,64.0
871,2,2.0,16,4,1,73.0,93.0
872,2,5.0,16,4,1,92.0,67.0
873,2,5.0,16,4,1,60.0,64.0
874,2,5.0,16,4,1,73.0,93.0
875,4,0.0,1,4,1,0.0,0.0
876,1,5.0,17,5,1,77.0,78.0
877,1,5.0,17,5,1,60.0,85.0
878,1,5.0,17,5,1,57.0,5.0
879,1,5.0,17,5,1,95.0,81.0
880,1,0.0,28,3,1,56.0,98.0
881,1,0.0,28,3,1,76.0,68.0
882,1,0.0,28,3,1,91.0,75.0
883,1,2.0,16,5,1,54.0,72.0
884,1,0.0,28,3,1,5.0,90.0
885,1,0.0,28,3,1,65.0,88.0
886,4,1.0,15,1,1,65.0,78.0
887,4,1.0,15,1,1,86.0,86.0
888,4,1.0,15,1,1,80.0,86.0
889,4,5.0,15,1,1,65.0,78.0
890,4,5.0,15,1,1,86.0,86.0
891,4,5.0,15,1,1,80.0,86.0
892,4,4.0,15,1,1,65.0,78.0
893,4,4.0,15,1,1,86.0,86.0
894,4,4.0,15,1,1,80.0,86.0
895,1,5.0,18,1,1,0.0,0.0
896,1,2.0,18,1,1,0.0,0.0
897,4,0.0,29,5,1,0.0,0.0
898,2,0.0,27,3,1,56.0,92.0
899,2,0.0,27,3,1,78.0,61.0
900,2,0.0,27,3,1,16.0,91.0
901,2,0.0,27,3,1,90.0,86.0
902,1,2.0,2,3,0,22.0,40.0
903,1,2.0,2,3,0,47.0,5.0
904,1,8.0,2,3,0,22.0,40.0
905,1,8.0,2,3,0,47.0,5.0
906,3,5.0,2,2,1,0.0,0.0
907,3,3.0,19,1,0,41.0,24.0
908,3,3.0,19,1,0,7.0,16.0
909,0,0.0,13,2,0,0.0,0.0
910,0,2.0,29,5,1,0.0,0.0
911,0,1.0,29,5,1,0.0,0.0
912,2,5.0,15,1,1,90.0,96.0
913,1,0.0,6,3,0,20.0,46.0
914,1,0.0,5,3,0,23.0,49.0
915,2,3.0,29,3,1,69.0,26.0
916,2,0.0,21,1,1,0.0,0.0
917,3,1.0,26,4,1,0.0,0.0
918,4,3.0,19,1,1,72.0,51.0
919,3,4.0,30,1,1,95.0,62.0
920,3,4.0,30,1,1,86.0,66.0
921,3,0.0,3,4,0,28.0,42.0
922,2,4.0,7,1,0,2.0,35.0
923,2,4.0,7,1,0,30.0,21.0
924,2,4.0,7,1,0,1.0,28.0
925,2,9.0,28,4,1,0.0,0.0
926,2,3.0,28,4,1,0.0,0.0
927,4,10.0,4,2,0,3.0,36.0
928,4,10.0,4,2,0,40.0,14.0
929,3,0.0,22,5,1,0.0,0.0
930,1,0.0,14,1,1,73.0,63.0
931,1,0.0,14,1,1,57.0,64.0
932,1,0.0,14,1,1,93.0,98.0
933,0,4.0,8,2,0,36.0,12.0
934,0,4.0,8,2,0,36.0,12.0
935,0,5.0,8,2,0,36.0,12.0
936,4,9.0,23,3,1,99.0,97.0
937,4,9.0,23,3,1,69.0,84.0
938,1,0.0,6,2,1,0.0,0.0
939,3,0.0,8,5,1,52.0,55.0
940,3,0.0,8,5,1,48.0,26.0
941,0,0.0,17,4,1,85.0,67.0
942,3,3.0,8,2,1,0.0,0.0
943,1,2.0,15,4,1,72.0,55.0
944,0,5.0,16,5,1,77.0,99.0
945,0,5.0,16,5,1,67.0,66.0
946,2,0.0,29,3,1,98.0,82.0
947,0,0.0,9,5,1,96.0,89.0
948,0,0.0,9,5,1,82.0,56.0
949,1,0.0,14,3,1,80.0,82.0
950,1,0.0,14,3,1,61.0,82.0
951,2,0.0,7,4,1,0.0,0.0
952,4,0.0,14,4,1,84.0,63.0
953,4,0.0,14,4,1,75.0,89.0
954,4,0.0,14,4,1,65.0,94.0
955,0,1.0,9,2,1,55.0,44.0
956,3,0.0,4,5,0,46.0,1.0
957,0,0.0,2,1,1,83.0,71.0
958,2,0.0,18,3,1,81.0,66.0
959,3,0.0,30,3,1,0.0,0.0
960,2,7.0,4,4,0,1.0,30.0
961,0,7.0,15,3,1,89.0,98.0
962,2,6.0,16,3,1,0.0,0.0
963,2,0.0,14,5,1,99.0,73.0
964,2,0.0,29,4,1,77.0,52.0
965,2,0.0,29,4,1,75.0,100.0
966,1,0.0,24,3,1,0.0,0.0
967,2,0.0,8,5,1,84.0,97.0
968,2,0.0,8,5,1,75.0,72.0
969,1,0.0,5,1,1,67.0,61.0
970,1,0.0,5,1,1,76.0,82.0
971,2,0.0,16,3,1,0.0,0.0
972,0,0.0,28,1,1,0.0,0.0
973,3,4.0,7,3,0,26.0,35.0
974,3,4.0,7,3,0,7.0,2.0
975,1,0.0,8,5,1,74.0,75.0
976,1,0.0,7,2,0,3.0,29.0
977,1,0.0,7,2,0,19.0,27.0
978,3,0.0,25,5,1,59.0,53.0
979,2,0.0,1,4,0,32.0,1.0
980,2,2.0,2,4,0,15.0,29.0
981,4,7.0,6,5,1,56.0,75.0
982,3,5.0,29,5,1,64.0,82.0
983,3,5.0,29,5,1,53.0,69.0
984,4,0.0,2,4,1,0.0,0.0
985,1,0.0,17,3,1,0.0,0.0
986,4,0.0,16,4,1,59.0,74.0
987,2,0.0,19,1,1,57.0,68.0
988,4,3.0,26,4,1,95.0,82.0
989,4,3.0,26,4,1,67.0,75.0
990,1,0.0,12,3,1,0.0,0.0
991,2,8.0,17,5,1,91.0,94.0
992,2,2.0,17,5,1,91.0,94.0
993,3,0.0,1,5,1,0.0,0.0
994,3,0.0,24,5,1,0.0,0.0
995,3,6.0,21,1,1,84.0,61.0
996,4,4.0,8,2,0,24.0,84.0
997,4,2.0,2,5,0,0.0,0.0
998,4,5.0,2,5,0,0.0,0.0
999,0,0.0,11,3,1,0.0,0.0
1000,2,3.0,12,5,1,61.0,80.0
1001,2,0.0,23,4,1,100.0,69.0
1002,4,0.0,27,2,0,13.0,5.0
1003,4,5.0,18,2,1,0.0,0.0
1004,4,1.0,18,2,1,0.0,0.0
1005,3,0.0,21,1,1,94.0,56.0
1006,3,0.0,30,2,1,0.0,0.0
1007,0,0.0,12,1,1,0.0,0.0
1008,3,0.0,22,2,1,0.0,0.0
1009,0,4.0,27,2,1,0.0,0.0
1010,2,1.0,22,4,1,58.0,58.0
1011,2,0.0,13,1,0,36.0,46.0
1012,2,0.0,13,1,0,43.0,11.0
1013,2,0.0,13,1,0,24.0,11.0
1014,1,0.0,30,4,1,0.0,0.0
1015,3,0.0,27,2,1,94.0,76.0
1016,4,0.0,18,5,1,56.0,72.0
1017,4,0.0,18,5,1,92.0,98.0
1018,4,0.0,18,5,1,100.0,96.0
1019,2,0.0,24,1,0,0.0,0.0
1020,0,3.0,1,2,1,84.0,84.0
1021,0,3.0,1,2,1,56.0,62.0
1022,0,5.0,2,5,1,0.0,0.0
1023,3,0.0,16,2,0,0.0,0.0
1024,4,0.0,8,2,1,0.0,0.0
1025,3,0.0,11,5,1,0.0,0.0
1026,4,6.0,25,5,1,92.0,69.0
1027,1,2.0,24,3,1,94.0,56.0
1028,1,2.0,24,3,1,63.0,80.0
1029,0,0.0,27,5,1,81.0,79.0
1030,2,0.0,17,1,0,32.0,25.0
1031,4,0.0,16,2,1,66.0,94.0
1032,4,0.0,16,2,1,59.0,53.0
1033,3,4.0,10,2,0,2.0,1.0
1034,3,2.0,10,2,0,2.0,1.0
1035,1,10.0,1,3,0,0.0,0.0
1036,3,2.0,12,4,1,73.0,61.0
1037,2,0.0,9,3,1,30.0,92.0
1038,1,0.0,23,4,1,79.0,63.0
1039,1,0.0,23,4,1,81.0,79.0
1040,4,10.0,5,3,0,0.0,0.0
1041,4,2.0,5,3,0,0.0,0.0
1042,4,3.0,5,3,0,0.0,0.0
1043,0,0.0,23,4,1,55.0,98.0
1044,4,0.0,7,5,0,41.0,2.0
1045,1,5.0,3,1,0,5.0,24.0
1046,1,5.0,3,1,0,37.0,10.0
1047,2,0.0,11,4,1,0.0,0.0
1048,3,4.0,15,4,1,91.0,78.0
1049,3,4.0,15,4,1,78.0,87.0
1050,3,5.0,10,2,1,76.0,83.0
1051,0,0.0,25,4,1,80.0,62.0
1052,0,0.0,25,4,1,77.0,74.0
1053,0,0.0,25,4,1,70.0,88.0
1054,2,0.0,25,1,1,76.0,55.0
1055,0,0.0,13,1,0,22.0,9.0
1056,0,0.0,13,1,0,19.0,40.0
1057,1,0.0,5,5,0,82.0,81.0
1058,1,0.0,5,5,0,20.0,43.0
1059,1,2.0,4,4,0,91.0,31.0
1060,1,1.0,4,4,0,91.0,31.0
1061,1,1.0,4,4,0,91.0,31.0
1062,4,2.0,23,5,1,0.0,0.0
1063,4,5.0,23,5,1,0.0,0.0
1064,4,7.0,23,5,1,0.0,0.0
1065,4,4.0,6,2,1,52.0,52.0
1066,4,4.0,6,2,1,97.0,52.0
1067,0,0.0,1,1,1,0.0,0.0
1068,0,0.0,10,1,1,0.0,0.0
1069,2,0.0,3,5,0,0.0,0.0
1070,3,0.0,9,1,0,0.0,46.0
1071,3,0.0,9,1,0,2.0,43.0
1072,1,0.0,3,1,0,44.0,4.0
1073,1,0.0,3,1,0,34.0,27.0
1074,0,2.0,10,1,1,95.0,78.0
1075,0,2.0,10,1,1,92.0,100.0
1076,0,2.0,10,1,1,72.0,62.0
1077,0,2.0,10,1,1,90.0,56.0
1078,4,0.0,3,1,0,22.0,35.0
1079,4,0.0,3,1,0,0.0,11.0
1080,4,0.0,3,1,0,16.0,28.0
1081,4,0.0,14,2,1,59.0,64.0
1082,4,0.0,14,2,1,98.0,54.0
1083,4,4.0,11,1,1,91.0,92.0
1084,4,4.0,11,1,1,80.0,94.0
1085,0,1.0,13,5,1,0.0,0.0
1086,4,3.0,21,1,1,98.0,57.0
1087,4,3.0,21,1,1,83.0,89.0
1088,4,1.0,21,1,1,98.0,57.0
1089,4,1.0,21,1,1,83.0,89.0
1090,4,4.0,21,1,1,98.0,57.0
1091,4,4.0,21,1,1,83.0,89.0
1092,4,1.0,21,1,1,98.0,57.0
1093,4,1.0,21,1,1,83.0,89.0
1094,0,5.0,17,5,1,0.0,0.0
1095,1,0.0,2,5,0,87.0,7.0
1096,4,0.0,14,1,0,59.0,91.0
1097,0,4.0,28,5,1,0.0,0.0
1098,4,0.0,30,3,1,62.0,52.0
1099,3,4.0,27,2,0,2.0,7.0
1100,3,4.0,27,2,0,33.0,13.0
1101,3,3.0,27,2,0,2.0,7.0
1102,3,3.0,27,2,0,33.0,13.0
1103,1,0.0,22,2,0,0.0,0.0
1104,0,0.0,12,2,1,0.0,0.0
1105,0,1.0,3,2,0,1.0,23.0
1106,0,1.0,3,2,0,37.0,5.0
1107,0,1.0,3,2,0,4.0,11.0
1108,0,1.0,3,2,0,37.0,23.0
1109,4,0.0,5,4,0,19.0,8.0
1110,0,3.0,29,3,1,58.0,74.0
1111,0,3.0,29,3,1,71.0,76.0
1112,3,2.0,15,5,1,0.0,0.0
1113,2,1.0,11,2,0,14.0,30.0
1114,2,1.0,11,2,0,32.0,24.0
1115,2,3.0,3,1,0,20.0,6.0
1116,0,2.0,15,2,1,77.0,85.0
1117,0,2.0,15,2,1,77.0,85.0
1118,1,0.0,28,4,1,89.0,75.0
1119,1,0.0,14,1,1,78.0,63.0
1120,4,0.0,16,1,1,0.0,0.0
1121,3,5.0,18,5,1,70.0,72.0
1122,1,0.0,8,3,1,80.0,100.0
1123,1,0.0,8,3,1,55.0,60.0
1124,1,0.0,10,2,0,0.0,0.0
1125,4,0.0,6,5,0,23.0,11.0
1126,4,0.0,6,5,0,22.0,5.0
1127,4,0.0,6,5,0,37.0,26.0
1128,0,0.0,6,2,0,0.0,0.0
1129,4,0.0,21,1,0,42.0,39.0
1130,4,0.0,21,1,0,5.0,11.0
1131,2,1.0,5,2,0,0.0,0.0
1132,2,8.0,5,2,0,0.0,0.0
1133,4,0.0,28,4,1,0.0,0.0
1134,4,4.0,21,1,1,76.0,63.0
1135,0,0.0,24,1,1,96.0,56.0
1136,0,0.0,30,3,1,0.0,0.0
1137,2,0.0,23,4,1,0.0,0.0
1138,1,2.0,1,2,0,35.0,10.0
1139,1,5.0,4,2,1,55.0,96.0
1140,1,5.0,4,2,1,55.0,59.0
1141,1,5.0,4,2,1,80.0,79.0
1142,3,2.0,22,3,1,0.0,0.0
1143,4,0.0,8,4,1,58.0,65.0
1144,1,0.0,4,2,0,32.0,49.0
1145,1,0.0,4,2,0,12.0,42.0
1146,4,0.0,20,5,1,53.0,92.0
1147,1,5.0,18,3,1,79.0,90.0
1148,1,2.0,25,2,1,78.0,67.0
1149,1,3.0,18,4,1,100.0,58.0
1150,1,2.0,18,4,1,100.0,58.0
1151,0,4.0,9,3,1,65.0,99.0
1152,3,0.0,20,5,1,97.0,74.0
1153,3,0.0,20,5,1,79.0,69.0
1154,3,0.0,20,5,1,68.0,87.0
1155,0,4.0,20,1,0,17.0,5.0
1156,0,4.0,20,1,0,11.0,34.0
1157,0,1.0,20,1,0,17.0,5.0
1158,0,1.0,20,1,0,11.0,34.0
1159,1,0.0,11,5,1,75.0,71.0
1160,1,0.0,20,2,1,60.0,91.0
1161,0,4.0,18,3,1,0.0,0.0
1162,4,0.0,18,2,0,94.0,56.0
1163,0,5.0,10,1,0,42.0,30.0
1164,0,5.0,10,1,0,13.0,41.0
1165,0,5.0,10,1,0,43.0,3.0
1166,0,6.0,10,1,0,42.0,30.0
1167,0,6.0,10,1,0,13.0,41.0
1168,0,6.0,10,1,0,43.0,3.0
1169,4,5.0,21,3,1,86.0,79.0
1170,4,5.0,21,3,1,80.0,62.0
1171,1,0.0,26,5,1,31.0,35.0
1172,1,0.0,26,5,1,61.0,74.0
1173,1,0.0,26,5,1,58.0,72.0
1174,1,0.0,26,5,1,51.0,64.0
1175,3,8.0,6,1,0,29.0,36.0
1176,3,8.0,6,1,0,29.0,36.0
1177,0,0.0,24,5,1,0.0,0.0
1178,2,0.0,29,5,1,55.0,74.0
1179,1,0.0,28,2,0,43.0,13.0
1180,1,0.0,28,2,0,23.0,28.0
1181,2,0.0,13,3,1,69.0,92.0
1182,2,0.0,28,1,1,0.0,0.0
1183,2,0.0,3,4,1,73.0,54.0
1184,1,2.0,17,1,0,10.0,21.0
1185,1,2.0,17,1,0,36.0,30.0
1186,4,1.0,10,1,0,0.0,0.0
1187,4,3.0,3,2,0,0.0,0.0
1188,4,7.0,3,2,0,0.0,0.0
1189,4,1.0,3,2,0,0.0,0.0
1190,3,0.0,10,2,1,77.0,96.0
1191,3,2.0,13,1,0,50.0,36.0
1192,3,2.0,13,1,0,37.0,18.0
1193,4,7.0,6,1,1,68.0,67.0
1194,0,9.0,6,4,0,0.0,0.0
1195,0,0.0,29,5,1,72.0,62.0
1196,0,0.0,29,5,1,58.0,93.0
1197,0,0.0,17,4,1,51.0,74.0
1198,0,1.0,12,3,1,99.0,68.0
1199,0,3.0,12,3,1,99.0,68.0
1200,1,2.0,28,4,1,0.0,0.0
1201,2,2.0,6,2,1,0.0,0.0
1202,2,5.0,6,2,1,0.0,0.0
1203,4,0.0,21,5,1,72.0,72.0
1204,2,0.0,8,2,0,28.0,41.0
1205,2,0.0,8,2,0,40.0,32.0
1206,4,6.0,2,4,0,54.0,82.0
1207,4,2.0,15,3,1,96.0,79.0
1208,4,2.0,15,3,1,79.0,51.0
1209,1,2.0,13,1,1,83.0,79.0
1210,2,0.0,9,4,1,0.0,0.0
1211,2,0.0,6,1,1,0.0,0.0
1212,4,0.0,2,1,0,0.0,0.0
1213,3,0.0,22,5,1,0.0,0.0
1214,3,3.0,7,1,0,16.0,25.0
1215,3,3.0,7,1,0,43.0,83.0
1216,3,3.0,7,1,0,23.0,24.0
1217,2,1.0,9,1,0,11.0,13.0
1218,1,3.0,21,2,0,33.0,24.0
1219,4,0.0,12,5,1,100.0,52.0
1220,4,4.0,16,3,1,81.0,96.0
1221,4,4.0,16,3,1,97.0,83.0
1222,4,4.0,16,3,1,93.0,54.0
1223,4,4.0,16,3,1,58.0,100.0
1224,4,7.0,16,3,1,81.0,96.0
1225,4,7.0,16,3,1,97.0,83.0
1226,4,7.0,16,3,1,93.0,54.0
1227,4,7.0,16,3,1,58.0,100.0
1228,4,1.0,16,3,1,81.0,96.0
1229,4,1.0,16,3,1,97.0,83.0
1230,4,1.0,16,3,1,93.0,54.0
1231,4,1.0,16,3,1,58.0,100.0
1232,4,0.0,19,2,1,100.0,83.0
1233,3,3.0,1,5,0,8.0,18.0
1234,3,3.0,1,5,0,49.0,12.0
1235,2,0.0,30,5,1,0.0,0.0
1236,3,9.0,2,3,0,39.0,23.0
1237,3,9.0,2,3,0,37.0,49.0
1238,2,0.0,11,3,1,0.0,0.0
1239,3,7.0,15,5,1,9.0,41.0
1240,2,4.0,4,3,1,66.0,76.0
1241,2,4.0,4,3,1,64.0,92.0
1242,2,8.0,4,3,1,66.0,76.0
1243,2,8.0,4,3,1,64.0,92.0
1244,2,4.0,4,3,1,66.0,76.0
1245,2,4.0,4,3,1,64.0,92.0
1246,4,5.0,14,2,1,0.0,0.0
1247,4,4.0,7,2,1,0.0,0.0
1248,1,5.0,15,4,1,77.0,96.0
1249,1,1.0,15,4,1,77.0,96.0
1250,4,2.0,18,4,1,0.0,0.0
1251,1,1.0,16,5,1,70.0,75.0
1252,2,1.0,29,1,1,0.0,0.0
1253,2,3.0,29,1,1,0.0,0.0
1254,4,3.0,20,3,1,69.0,98.0
